,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
2574,08.01.20,2013/286,Nicolas Esseiva,SP,Andreas Edelmann,SP,
2575,25.08.2010,2010/345,Jacqueline Badran,SP,Rebekka Wyler,SP,Finanzdepartement (FD)
2576,5.12.2001,2001/624,Cornelia Schaub,SVP,Bruno Sidler,SVP,Präsidialdepartement (PRD)
2577,6.9.2000,2000/437,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
2578,17.12.2008,2008/579,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
2579,7.1.2004,2004/9,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
2580,8.6.2005,2005/228,Daniel Leupi,Grüne,Markus Knauss,Grüne,Departement der Industriellen Betriebe (DIB)
2581,15.11.2006,2006/499,Gregor Bucher,Grüne,Mischa Morgenbesser,FDP,Präsidialdepartement (PRD)
2582,11.01.2017,2017/3,Markus Baumann,GLP,Marcel Müller,FDP,Stadtrat
2583,07.03.2007,2007/107,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
2584,12.7.2006,2006/314,Salvatore Di Concilio,SP,Robert Schönbächler,CVP,
2585,2.3.2005,2005/74,Min Li Marti,SP,Christoph Hug,Grüne,
2586,28.3.2001,2001/195,Köbi Möri,Parteilos,Theo Hauri,SVP,Hochbaudepartement (HBD)
2587,07.09.2016,2016/300,Martin Bürlimann,SVP,Christoph Marty,SVP,Finanzdepartement (FD)
2588,12.04.2017,2017/107,Karin Rykart Sutter,Grüne,Matthias Probst,Grüne,Sicherheitsdepartement (SID)
2589,31.01.2018,2018/31,Jean-Daniel Strub,SP,Rosa Maino,AL,Stadtrat
2590,2.7.2003,2003/251,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
2591,1.11.2006,2006/466,Mario Mariani,CVP,Christian Traber,CVP,Polizeidepartement (PD)
2592,6.2.2002,2002/69,Jürg Boll,FDP,Ronald Schmid,FDP,Polizeidepartement (PD)
2593,9.2.2005,2005/48,Susi Gut,PFZ,Roger Liebi,SVP,Präsidialdepartement (PRD)
2594,23.8.2006,2006/328,Susi Gut,PFZ,Markus Schwyn,PFZ,
2595,17.01.2018,2018/19,Mathias Egloff,SP,Florian Blättler,SP,
2596,30.1.2002,2002/41,Beat Badertscher,FDP,Werner Sieg,SP,
2597,12.12.2007,2007/649,Salvatore Di Concilio,SP,Hans Urs von Matt,SP,Präsidialdepartement (PRD)
2598,12.09.2018,2018/343,Sven Sobernheim,GLP,Isabel Garcia,GLP,Stadtrat
2599,26.05.2010,2010/225,Roger Liebi,SVP,Daniel Regli,SVP,Schul- und Sportdepartement (SSD)
2600,08.01.20,2009/144,Markus Knauss,Grüne,Thomas Wyss,Grüne,"Polizeidepartement (PD), Tiefbau- und Entsorgungsdepartement (TED)"
2601,17.5.2000,2000/231,Walter Sutter,SVP,Rolf André Siegenthaler-Benz,SVP,Departement der Industriellen Betriebe (DIB)
2602,07.11.2018,2018/425,Urs Helfenstein,SP,Matthias Wiesmann,GLP,Stadtrat
2603,5.10.2005,2005/406,Susi Gut,PFZ,Markus Schwyn,PFZ,
2604,17.11.2004,2004/601,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
2605,16.12.2015,2015/406,Christina Schiller,AL,Alan David Sangines,SP,
2606,31.3.2004,2004/167,Ueli Nagel,Grüne,Eva Virag Jansen,Grüne,Polizeidepartement (PD)
2607,19.09.2018,2018/357,Florian Blättler,SP,Heidi Egger,SP,
2608,31.8.2005,2005/348,Doris Fiala,FDP,Christian Aeschbach,FDP,Gesundheits- und Umweltdepartement (GUD)
2609,1.3.2000,2000/93,Markus Knauss,Grüne,Balthasar Glättli,Grüne,Gesundheits- und Umweltdepartement (GUD)
2610,28.03.2012,2012/136,Matthias Probst,Grüne,Richard Wolff,AL,Tiefbau- und Entsorgungsdepartement (TED)
2611,10.9.2003,2003/331,Heidi Bucher-Steinegger,Grüne,Werner Sieg,SP,Polizeidepartement (PD)
2612,10.4.2002,2002/122,Luzi Rüegg,SVP,Luigi Leoni,SVP,Polizeidepartement (PD)
2613,07.02.2007,2007/71,Christian Wenger,SD,Ueli Brasser,SD,Schul- und Sportdepartement (SSD)
2614,03.09.2008,2008/394,Bernhard Piller,Grüne,Daniel Leupi,Grüne,Departement der Industriellen Betriebe (DIB)
2615,20.11.2006,2006/512,Susi Gut,PFZ,Markus Schwyn,PFZ,Finanzdepartement (FD)
2616,3.9.2003,2003/325,Cornelia Schaub,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
2617,28.6.2006,2006/274,Bruno Garzotto,SVP,Guido Bergmaier,SVP,Präsidialdepartement (PRD)
2618,2.2.2000,2000/44,Niklaus Scherr,AL,Balthasar Glättli,Grüne,Gesundheits- und Umweltdepartement (GUD)
2619,11.09.2013,2013/319,Cäcilia Hänni-Etter,FDP,Severin Pflüger,FDP,Finanzdepartement (FD)
2620,06.02.2013,2013/38,Simone Brander,SP,Ann-Catherine Nabholz,GLP,
2621,12.11.2014,2014/365,Cordula Bieri,Grüne,Markus Baumann,GLP,Sozialdepartement (SD)
2622,2.4.2008,2008/155,Martin Bürlimann,SVP,Kurt Hüssy,SVP,"Abschreibung, Geschäftsbericht"
2623,31.10.2001,2001/546,Ronald Schmid,FDP,Monjek Rosenheim,FDP,Polizeidepartement (PD)
2624,11.5.2005,2005/176,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
2625,21.08.2019,2019/346,Shaibal Roy,GLP,Marcel Bührig,Grüne,Stadtrat
2626,27.05.2015,2015/162,Eduard Guggenheim,AL,Marc Bourgeois,FDP,Geschäftsbericht Stadtrat
2627,30.09.2009,2008/141,Roger Liebi,SVP,Mauro Tuena,SVP,
2628,18.8.2004,2004/403,Alecs Recher,AL,Robert Schönbächler,CVP,Hochbaudepartement (HBD)
2629,9.5.2001,2001/234,Rolf André Siegenthaler-Benz,SVP,Cornelia Schaub,SVP,Schul- und Sportdepartement (SSD)
2630,10.02.2010,2010/96,Susi Gut,PFZ,Markus Schwyn,PFZ,Finanzdepartement (FD)
2631,16.09.2009,2009/408,Hans Jörg Käppeli,SP,André Odermatt,SP,Tiefbau- und Entsorgungsdepartement (TED)
2632,7.5.2008,2008/196,Michael Baumer,FDP,Claudia Rabelbauer,EVP,
2633,23.08.2017,2017/265,Rolf Müller,SVP,Peter Schick,SVP,Gesundheits- und Umweltdepartement (GUD)
2634,05.12.2012,2012/452,Bernhard Piller,Grüne,Andreas Edelmann,SP,Departement der Industriellen Betriebe (DIB)
2635,4.9.2002,2002/320,Roger Liebi,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
2636,18.09.2019,2019/391,Marcel Tobler,SP,Pascal Lamprecht,SP,Stadtrat
2637,08.01.20,2001/585,Hansjörg Sörensen,FDP,Susann Birrer,FDP,
2638,30.10.2002,2002/446,Albert Leiser,FDP,Robert Schönbächler,CVP,Präsidialdepartement (PRD)
2639,29.08.2012,2012/320,Michael Schmid,FDP,Urs Egger,FDP,Polizeidepartement (PD)
2640,21.11.2001,2001/591,Joe A. Manser,SP,Hans-Ulrich Meier,FDP,Hochbaudepartement (HBD)
2641,30.10.2002,2002/452,Roger Liebi,SVP,Bernhard im Oberdorf,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2642,2.4.2003,2003/127,Georg Schmid,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
2643,10.11.1999,1999/559,Geraldine Zürcher,SP,Anita Zimmerling Enkelmann,SP,
2644,06.02.2019,2019/59,Pascal Lamprecht,SP,Sven Sobernheim,GLP,Gemeinderat
2645,02.09.2009,2009/391,Salvatore Di Concilio,SP,Peider Filli,Grüne,Departement der Industriellen Betriebe (DIB)
2646,22.08.2012,2012/308,Davy Graf,SP,Joachim Hagger,FDP,Finanzdepartement (FD)
2647,26.5.1999,1999/217,Hansjörg Sörensen,FDP,Ronald Schmid,FDP,
2648,21.1.2004,2004/34,Roger Bartholdi,SVP,Roger Liebi,SVP,Finanzdepartement (FD)
2649,21.1.2004,2004/35,Markus Schwyn,PFZ,Monika Erfigen,SVP,Gesundheits- und Umweltdepartement (GUD)
2650,19.5.1999,1999/202,Rolf Naef,SP,Marcel Savarioud,SP,Gesundheits- und Umweltdepartement (GUD)
2651,10.11.1999,1999/564,Lorenz Habicher,SVP,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
2652,27.02.2019,2019/70,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Gemeinderat
2653,02.09.2009,2009/390,Susi Gut,PFZ,Markus Schwyn,PFZ,Finanzdepartement (FD)
2654,06.02.2019,2019/58,Pirmin Meyer,GLP,Marcel Tobler,SP,Stadtrat
2655,2.4.2003,2003/126,Cornelia Schaub,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
2656,11.9.2002,2002/335,Maya Burri-Wenger,SP,Salvatore Di Concilio,SP,Schul- und Sportdepartement (SSD)
2657,4.9.2002,2002/321,Beat Badertscher,FDP,Monjek Rosenheim,FDP,Präsidialdepartement (PRD)
2658,23.08.2017,2017/264,Markus Knauss,Grüne,Gabriele Kisker,Grüne,Stadtrat
2659,30.10.2002,2002/447,Marcel Knörr,FDP,Hans Diem,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2660,18.09.2019,2019/390,Alan David Sangines,SP,Marco Denoth,SP,Gemeinderat
2661,09.01.2013,2013/6,Marc Bourgeois,FDP,Severin Pflüger,FDP,Geschäftsbericht Stadtrat
2662,12.11.2014,2014/358,Urs Fehr,SVP,Katharina Widmer,SVP,Finanzdepartement (FD)
2663,10.02.2010,2010/97,Markus Schwyn,PFZ,Susi Gut,PFZ,
2664,5.11.1997,1997/447,Margrit Maichle-Schori,SP,Andreas Rüegg,SP,Departement der Industriellen Betriebe (DIB)
2665,7.7.2004,2004/364,Martin Burger,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
2666,11.5.2005,2005/177,Susi Gut,PFZ,Bruno Sidler,SVP,Präsidialdepartement (PRD)
2667,20.11.2002,2002/490,Hans Diem,CVP,Erika Bärtschi Hafner,FDP,Hochbaudepartement (HBD)
2668,9.5.2001,2001/235,Rolf André Siegenthaler-Benz,SVP,Cornelia Schaub,SVP,Finanzdepartement (FD)
2669,18.8.2004,2004/402,Alecs Recher,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2670,25.09.2019,2019/421,Res Marti,Grüne,Markus Knauss,Grüne,Stadtrat
2671,26.3.2008,2008/140,Martin Sarbach,SP,Markus Knauss,Grüne,
2672,12.11.2014,2014/364,Rosa Maino,AL,Eduard Guggenheim,AL,Präsidialdepartement (PRD)
2673,31.10.2001,2001/547,Mauro Tuena,SVP,Hansruedi Bär,SVP,Sozialdepartement (SD)
2674,29.06.2011,2011/235,Martin Luchsinger,GLP,Philipp Käser,GLP,Polizeidepartement (PD)
2675,2.2.2000,2000/51,Raphaela-Franziska Ulcay-Hauser,SVP,Luzi Rüegg,SVP,Departement der Industriellen Betriebe (DIB)
2676,2.2.2000,2000/45,Marcel Knörr,FDP,Andres Türler,FDP,Finanzdepartement (FD)
2677,06.02.2013,2013/39,Alan David Sangines,SP,Mario Mariani,CVP,
2678,3.9.2003,2003/324,Susi Gut,PFZ,Bruno Wohler,SVP,Stadtschreiber/in (STS)
2679,20.11.2006,2006/513,Markus Schwyn,PFZ,Susi Gut,PFZ,Schul- und Sportdepartement (SSD)
2680,06.07.2016,2016/261,Andreas Egli,FDP,Albert Leiser,FDP,Polizeidepartement (PD)
2681,21.03.2012,2012/123,Mauro Tuena,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2682,19.11.2003,2003/442,Ernst Danner,EVP,Gerold Lauber,CVP,Departement der Industriellen Betriebe (DIB)
2683,21.6.2006,2006/261,Roger Liebi,SVP,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2684,24.08.2016,2016/275,Claudia Simon,FDP,Andreas Egli,FDP,
2685,30.11.2006,2008/395,Claudia Rabelbauer,EVP,Mario Mariani,CVP,
2686,07.02.2007,2007/70,Ueli Brasser,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
2687,10.4.2002,2002/123,Doris Fiala,FDP,Rolf Walther,FDP,
2688,10.9.2003,2003/330,Theresa G. Hensch-Stadelmann,FDP,Rosemarie Berthoud,FDP,
2689,17.9.2008,2008/418,Guido Bergmaier,SVP,Rolf Stucker,SVP,
2690,1.3.2000,2000/92,Walter Sutter,SVP,Rolf André Siegenthaler-Benz,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2691,31.8.2005,2005/349,Doris Fiala,FDP,Christian Aeschbach,FDP,Schul- und Sportdepartement (SSD)
2692,08.05.2019,2019/179,Gabriele Kisker,Grüne,Brigitte Fürer,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
2693,1.3.2000,2000/86,Jürg Casparis,SVP,Christopher Vohdin,SVP,Finanzdepartement (FD)
2694,19.05.2010,2010/218,Karin Rykart Sutter,Grüne,Karin Meier-Bohrer,Grüne,Schul- und Sportdepartement (SSD)
2695,24.11.2004,2004/628,Susi Gut,PFZ,Markus Schwyn,PFZ,
2696,17.11.2004,2004/600,Marina Garzotto,SVP,Bruno Garzotto,SVP,Hochbaudepartement (HBD)
2697,10.5.2000,2000/224,Monjek Rosenheim,FDP,Andreas J. Schlegel,FDP,Polizeidepartement (PD)
2698,21.9.2005,2005/375,Bruno Amacker,SVP,Theo Hauri,SVP,Departement der Industriellen Betriebe (DIB)
2699,19.09.2018,2018/356,Florian Blättler,SP,Heidi Egger,SP,
2700,31.3.2004,2004/166,Eva Virag Jansen,Grüne,Ueli Nagel,Grüne,Polizeidepartement (PD)
2701,26.2.2003,2000/556,Anna Brändle Galliker,SP,Benjamin  Naef,SP,
2702,12.09.2018,2018/342,Balz Bürgisser,Grüne,Ann-Catherine Nabholz,GLP,Stadtrat
2703,31.3.2004,2004/172,Markus Schwyn,PFZ,Susi Gut,PFZ,Gesundheits- und Umweltdepartement (GUD)
2704,17.11.2004,2004/614,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
2705,07.11.2018,2018/424,Andri Silberschmidt,FDP,Jean-Daniel Strub,SP,Stadtrat
2706,05.10.2005,2005/407,Gerold Lauber,CVP,Christian Traber,CVP,Departement der Industriellen Betriebe (DIB)
2707,17.5.2000,2000/230,Rolf André Siegenthaler-Benz,SVP,Walter Sutter,SVP,Polizeidepartement (PD)
2708,29.4.2009,2009/145,Beatrice Reimann,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
2709,25.11.2015,2015/375,Anjushka Früh,SP,Eva Hirsiger,Grüne,
2710,28.09.2016,2016/329,Raphael Kobler,FDP,Ursula Uttinger,FDP,Zuteilung ausstehend
2711,12.12.2007,2007/648,Daniel Meier,CVP,Peter Anderegg,EVP,Finanzdepartement (FD)
2712,26.01.2011,2011/28,Marc Bourgeois,FDP,Ursula Uttinger,FDP,Polizeidepartement (PD)
2713,26.08.2009,2002/40,Robert Kaeser,FDP,Peter Stähli-Barth,SP,
2714,17.01.2018,2018/18,Dorothea Frei,SP,Patrick Albrecht,FDP,
2715,6.2.2002,2002/68,Rolf André Siegenthaler-Benz,SVP,Luzi Rüegg,SVP,Polizeidepartement (PD)
2716,1.11.2006,2006/467,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
2717,2.7.2003,2003/250,Roger Liebi,SVP,Martin Burger,SVP,Polizeidepartement (PD)
2718,12.04.2017,2017/106,Marcel Bührig,Grüne,Jean-Daniel Strub,SP,Stadtrat
2719,08.01.20,2013/244,Marc Bourgeois,FDP,Michael Baumer,FDP,
2720,12.7.2006,2006/315,Anton Stäbler,CVP,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
2721,07.03.2007,2007/106,Bernhard im Oberdorf,SVP,Roger Bartholdi,SVP,
2722,28.3.2001,2001/194,Bruno Sidler,SVP,Theo Hauri,SVP,Hochbaudepartement (HBD)
2723,15.11.2006,2006/498,Susi Gut,PFZ,Markus Schwyn,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
2724,08.09.2010,2010/378,Bernhard im Oberdorf,SVP,Urs Fehr,SVP,Präsidialdepartement (PRD)
2725,11.01.2017,2017/2,Mario Mariani,CVP,Mathias Manz,SP,
2726,7.1.2004,2004/8,Marlène Butz,SP,Georg Schmid,CVP,Polizeidepartement (PD)
2727,17.12.2008,2008/578,Ruth Anhorn,SVP,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
2728,24.06.2015,2015/215,Ursula Uttinger,FDP,Severin Pflüger,FDP,
2729,06.10.2010,2010/422,Matthias Probst,Grüne,Gian von Planta,GLP,
2730,6.9.2000,2000/436,Markus Schwyn,PFZ,Arthur Bernet,SVP,Polizeidepartement (PD)
2731,08.01.20,2013/287,Nicolas Esseiva,SP,Andreas Edelmann,SP,
2732,18.05.2011,2011/157,Marcel Schönbächler,CVP,Mario Mariani,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2733,9.7.2003,2003/287,Roger Bartholdi,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
2734,14.3.2001,2001/157,Rolf André Siegenthaler-Benz,SVP,Bruno Sidler,SVP,Schul- und Sportdepartement (SSD)
2735,27.06.2012,2012/269,Roger Bartholdi,SVP,Margrit Haller,SVP,
2736,9.1.2008,2008/5,Roger Bartholdi,SVP,Bruno Sidler,SVP,"Abschreibung, Geschäftsbericht"
2737,01.02.2012,2012/45,Martin Bürlimann,SVP,Theo Hauri,SVP,Departement der Industriellen Betriebe (DIB)
2738,08.01.20,2017/338,Katharina Prelicz-Huber,Grüne,Gabriela Rothenfluh,SP,
2739,25.1.2006,2006/24,Balthasar Glättli,Grüne,Michael Baumer,FDP,Finanzdepartement (FD)
2740,04.03.2015,2015/58,Samuel Balsiger,SVP,Peter Schick,SVP,
2741,11.03.2015,2015/70,Andrea Nüssli,SP,Simone Brander,SP,
2742,4.12.2002,2002/527,Susann Birrer,FDP,Monika Piesbergen,FDP,
2743,20.12.2017,2017/462,Katharina Prelicz-Huber,Grüne,Markus Kunz,Grüne,
2744,08.01.20,1996/57,Kurt Tschopp,CVP,Monika Spring-Gross,SP,Tiefbau- und Entsorgungsdepartement (TED)
2745,06.09.2017,2017/304,Ann-Catherine Nabholz,GLP,Balz Bürgisser,Grüne,Stadtrat
2746,16.1.2008,2008/21,Richard Rabelbauer,EVP,Josef Widler,CVP,Sozialdepartement (SD)
2747,07.03.2012,2012/79,Marianne Aubert,SP,Jean-Daniel Strub,SP,Geschäftsbericht Stadtrat
2748,10.7.2002,2002/255,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
2749,14.04.2010,2010/191,Hans Bachmann,FDP,Ruth Anhorn,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2750,12.09.2007,2007/489,Rolf Naef,SP,Jacqueline Badran,SP,Finanzdepartement (FD)
2751,04.04.2012,2010/146,Christine Seidler,SP,Alecs Recher,AL,Präsidialdepartement (PRD)
2752,10.11.2004,2004/576,Hans Marolf,SVP,Bruno Amacker,SVP,Tiefbau- und Entsorgungsdepartement (TED)
2753,21.8.2002,2002/282,Monika Erfigen,SVP,Martin Burger,SVP,Finanzdepartement (FD)
2754,29.3.2000,2000/146,Monika Spring-Gross,SP,Robert Schönbächler,CVP,Polizeidepartement (PD)
2755,29.8.2001,2001/433,Helmut Britz,SP,Josef Köpfli,SP,Finanzdepartement (FD)
2756,20.12.2000,2000/620,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
2757,22.05.2019,2019/227,Yasmine Bourgeois,FDP,Michael Schmid,FDP,Gemeinderat
2758,07.04.2010,2010/152,Mauro Tuena,SVP,Roger Liebi,SVP,
2759,10.12.1997,1997/537,Susanne Erdös-Schärer,SP,Romana Leuzinger,SP,
2760,08.01.20,1995/181,Theres Renner,FraP,Anita Zimmerling Enkelmann,SP,Finanzdepartement (FD)
2761,02.07.2014,2014/228,Bernhard Piller,Grüne,Matthias Probst,Grüne,Departement der Industriellen Betriebe (DIB)
2762,3.12.1997,1997/523,Romeo Steiner,CVP,Hans Diem,CVP,Polizeidepartement (PD)
2763,25.11.2009,2009/551,Matthias Probst,Grüne,Christina Hug,Grüne,
2764,7.4.2004,2004/200,Gregor Bucher,Grüne,Myriam Barzotto,SP,Schul- und Sportdepartement (SSD)
2765,20.6.2001,2001/351,Bruno Sidler,SVP,Cornelia Schaub,SVP,Präsidialdepartement (PRD)
2766,03.06.2009,2009/237,Mario Mariani,CVP,Urs Rechsteiner,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2767,09.11.2011,2011/423,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Departement der Industriellen Betriebe (DIB)
2768,27.05.2009,2009/223,Susi Gut,PFZ,Markus Schwyn,PFZ,
2769,29.3.2000,2000/156,Christoph Hug,Grüne,Balthasar Glättli,Grüne,Polizeidepartement (PD)
2770,20.6.2001,2001/345,Luzi Rüegg,SVP,Alexander Weber,SVP,Polizeidepartement (PD)
2771,22.8.2001,2001/423,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
2772,11.07.2012,2012/292,Marianne Dubs Früh,SP,Michel Urben,SP,
2773,08.02.2012,2012/55,Ueli Nagel,Grüne,Richard Wolff,AL,Tiefbau- und Entsorgungsdepartement (TED)
2774,25.1.2006,2006/20,Bruno Sidler,SVP,Marina Garzotto,SVP,Präsidialdepartement (PRD)
2775,20.09.2017,2017/328,Mario Mariani,CVP,Reto Vogelbacher,CVP,
2776,4.2.1998,1998/42,Silvia Seiz,SP,Joe A. Manser,SP,Gesundheits- und Umweltdepartement (GUD)
2777,16.1.2008,2008/19,Roger Bartholdi,SVP,Roger Liebi,SVP,Ablehnung
2778,21.8.2002,2002/279,Ernst Danner,EVP,Georg Schmid,CVP,Polizeidepartement (PD)
2779,27.5.1998,1998/161,Markus Schwyn,PFZ,Emil Grabherr,SVP,Sozialdepartement (SD)
2780,30.05.2007,2007/300,Gregor Bucher,Grüne,Balthasar Glättli,Grüne,Schul- und Sportdepartement (SSD)
2781,09.12.2009,2009/592,Alecs Recher,AL,Karin Rykart Sutter,Grüne,
2782,17.1.2001,2001/15,Christian Mettler,SVP,Armin Schilter,SVP,Departement der Industriellen Betriebe (DIB)
2783,16.01.2008,2008/31,Bruno Amacker,SVP,Kurt Hüssy,SVP,Polizeidepartement (PD)
2784,29.8.2007,2007/466,Matthias Probst,Grüne,Bastien Girod,Grüne,Polizeidepartement (PD)
2785,16.1.2008,2008/25,Esther Weibel Waser,SP,Elisabeth Makwana-Boss,SP,Schul- und Sportdepartement (SSD)
2786,06.09.2017,2017/300,Stefan Urech,SVP,Martin Götzl,SVP,Schul- und Sportdepartement (SSD)
2787,08.01.20,1991/228,Toni Baur,Grüne,Hans Schoch,Grüne,Polizeidepartement (PD)
2788,08.11.2006,2006/488,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
2789,14.3.2001,2001/153,Monika Erfigen,SVP,Oliver B. Meier,SVP,Polizeidepartement (PD)
2790,25.5.2005,2005/205,Corine Mauch,SP,Ernst Danner,EVP,
2791,2.12.1999,1999/602,Niklaus Scherr,AL,Katharina Prelicz-Huber,Grüne,Sozialdepartement (SD)
2792,14.4.1999,1999/164,Claudia Rütsche,CVP,Robert Schönbächler,CVP,Hochbaudepartement (HBD)
2793,17.01.2018,2018/20,Marcel Müller,FDP,Markus Hungerbühler,CVP,Stadtrat
2794,21.12.2016,2016/463,Eduard Guggenheim,AL,Mario Babini,Parteilos,Stadtrat
2795,17.12.2008,2008/583,Bernhard Piller,Grüne,Martin Mächler,EVP,
2796,13.01.2016,2016/19,Christina Schiller,AL,Andreas Kirstein,AL,
2797,31.01.2018,2018/34,Daniel Regli,SVP,Elisabeth Liebi,SVP,
2798,16.12.1998,1998/439,Christian Mettler,SVP,Emil Grabherr,SVP,Polizeidepartement (PD)
2799,7.9.2005,2005/359,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
2800,1.3.2000,2000/96,Christoph Hug,Grüne,Balthasar Glättli,Grüne,Hochbaudepartement (HBD)
2801,1.12.2004,2004/638,Susi Gut,PFZ,Marina Garzotto,SVP,Sozialdepartement (SD)
2802,29.4.2009,2009/141,Christian Wenger,SD,Patrick Blöchlinger,SD,Polizeidepartement (PD)
2803,17.5.2000,2000/234,Rolf André Siegenthaler-Benz,SVP,Bruno Sidler,SVP,Schul- und Sportdepartement (SSD)
2804,17.11.2004,2004/610,Bruno Sidler,SVP,Theo Hauri,SVP,Finanzdepartement (FD)
2805,17.04.2019,2019/155,Florian Blättler,SP,Christian Monn,GLP,Stadtrat
2806,17.09.2008,2008/420,Ueli Brasser,SD,Christian Wenger,SD,Schul- und Sportdepartement (SSD)
2807,31.3.2004,2004/162,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
2808,18.11.2015,2015/365,Pawel Silberring,SP,Christian Traber,CVP,Stadtrat
2809,25.02.2009,2009/65,Martin Bürlimann,SVP,Roger Liebi,SVP,
2810,21.6.2006,2006/259,Daniela Schicker,AL,Alecs Recher,AL,
2811,11.06.2014,2014/189,Bernhard Piller,Grüne,Matthias Probst,Grüne,
2812,17.4.2002,2002/127,Marcel Savarioud,SP,Gerold Lauber,CVP,Gesundheits- und Umweltdepartement (GUD)
2813,07.02.2007,2007/74,Bastien Girod,Grüne,Matthias Probst,Grüne,Geschäftsbericht Stadtrat
2814,08.01.20,2009/59,Mauro Tuena,SVP,Roger Bartholdi,SVP,
2815,28.03.2012,2012/133,Isabel Garcia,GLP,Andreas Hauri,GLP,
2816,6.12.2000,2000/591,Theo Hauri,SVP,Peter Mächler,SVP,Polizeidepartement (PD)
2817,03.10.2018,2018/385,Eduard Guggenheim,AL,Sebastian Vogel,FDP,
2818,15.05.2019,2019/196,Olivia Romanelli,AL,Pawel Silberring,SP,Stadtrat
2819,03.10.2018,2018/391,Ann-Catherine Nabholz,GLP,Christian Monn,GLP,
2820,9.2.2000,2000/69,Robert Schönbächler,CVP,Kurt Tschopp,CVP,Tiefbau- und Entsorgungsdepartement (TED)
2821,17.4.2002,2002/133,Hans Marolf,SVP,Christopher Vohdin,SVP,Präsidialdepartement (PRD)
2822,16.01.2013,2013/15,Marianne Aubert,SP,Alan David Sangines,SP,Tiefbau- und Entsorgungsdepartement (TED)
2823,08.01.20,2013/2,Marcel Z'graggen,CVP,Martin Mächler,EVP,
2824,5.1.2000,2000/8,Rolf André Siegenthaler-Benz,SVP,Jürg Casparis,SVP,Departement der Industriellen Betriebe (DIB)
2825,05.11.2014,2014/348,Anjushka Früh,SP,Linda Bär,SP,
2826,22.06.2011,2011/219,Gian von Planta,GLP,Markus Knauss,Grüne,
2827,20.4.2005,2005/167,Alecs Recher,AL,Balthasar Glättli,Grüne,Sozialdepartement (SD)
2828,18.8.2004,2004/412,Cornelia Schaub,SVP,Bernhard im Oberdorf,SVP,Gesundheits- und Umweltdepartement (GUD)
2829,19.12.2012,2012/494,Markus Knauss,Grüne,Thomas Wyss,Grüne,Hochbaudepartement (HBD)
2830,26.3.2008,2008/144,Mario Mariani,CVP,Claudia Rabelbauer,EVP,
2831,21.09.2011,2009/357,Monika Erfigen,SVP,Roger Liebi,SVP,
2832,18.8.,2004/406,Markus Knauss,Grüne,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
