,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
266,23.11.2005,2005/490,Markus Schwyn,PFZ,Roger Liebi,SVP,Finanzdepartement (FD)
267,5.11.2003,2003/416,Georg Schmid,CVP,Werner Sieg,SP,Tiefbau- und Entsorgungsdepartement (TED)
268,10.01.2018,2018/5,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Stadtrat
269,24.1.2007,2007/30,Karin Rykart Sutter,Grüne,Astrid Hirzel,CVP,
270,06.07.2011,2011/261,Jacqueline Badran,SP,Balthasar Glättli,Grüne,Finanzdepartement (FD)
271,20.05.2015,2015/137,Min Li Marti,SP,Samuel Dubno,GLP,
272,03.07.2019,2019/313,Markus Merki,GLP,Heidi Egger,SP,
273,30.09.2009,2009/449,Christian Aeschbach,FDP,Christina Hug,Grüne,Departement der Industriellen Betriebe (DIB)
274,30.6.1999,1999/295,Reto Dettli,SP,Balthasar Glättli,Grüne,Polizeidepartement (PD)
275,28.1.2004,2004/49,Markus Schwyn,PFZ,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
276,23.10.2002,2002/413,André Odermatt,SP,Niklaus Scherr,AL,Hochbaudepartement (HBD)
277,25.2.2004,2004/75,Michael Baumer,FDP,Balthasar Glättli,Grüne,
278,06.01.2010,2010/14,Monika Bloch Süss,CSP,Thomas Wyss,Grüne,
279,5.2.2003,2003/41,Kurt Krebs,SL,Arthur Bernet,SVP,Präsidialdepartement (PRD)
280,30.6.1999,1999/294,Balthasar Glättli,Grüne,Reto Dettli,SP,Polizeidepartement (PD)
281,22.10.2014,2014/325,Nina Fehr Düsel,SVP,Karin Weyermann,CVP,
282,1.9.2004,2004/457,Gregor Bucher,,Daniel Leupi,Grüne,Schul- und Sportdepartement (SSD)
283,07.06.2006,2006/220,Richard Rabelbauer,EVP,Bastien Girod,Grüne,Präsidialdepartement (PRD)
284,27.02.2013,2013/50,Ursula Uttinger,FDP,Jean-Daniel Strub,SP,Schul- und Sportdepartement (SSD)
285,3.2.1999,1999/53,Luzi Rüegg,SVP,Kurt Miescher,SD,Departement der Industriellen Betriebe (DIB)
286,16.06.2010,2010/265,Florian Utz,SP,Guido Trevisan,GLP,
287,28.11.2018,2018/465,Markus Kunz,Grüne,Michael Kraft,SP,Stadtrat
288,21.10.2015,2015/334,Pascal Lamprecht,SP,Ursula Uttinger,FDP,Gesundheits- und Umweltdepartement (GUD)
289,05.10.2016,2016/340,Urs Helfenstein,SP,Karin Rykart Sutter,Grüne,
290,11.6.2003,2003/205,Susi Gut,PFZ,Bruno Wohler,SVP,Gesundheits- und Umweltdepartement (GUD)
291,5.12.2007,2007/635,Walter Angst,AL,Ernst Danner,EVP,Finanzdepartement (FD)
292,14.07.2010,2010/311,Dorothea Frei,SP,Severin Pflüger,FDP,Finanzdepartement (FD)
293,11.4.2007,2007/184,Marcel Savarioud,SP,Josef Widler,CVP,Sozialdepartement (SD)
294,1.3.2006,2006/65,Niklaus Scherr,AL,Alexander Jäger,FDP,
295,01.11.2017,2017/379,Pascal Lamprecht,SP,Markus Baumann,GLP,
296,20.04.2016,2016/142,Sven Sobernheim,GLP,Markus Kunz,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
297,2.6.2004,2004/286,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
298,28.01.2015,2015/31,Marcel Bührig,Grüne,Markus Hungerbühler,CVP,Gesundheits- und Umweltdepartement (GUD)
299,20.12.2002,2002/566,Susann Birrer,FDP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
300,07.12.2011,2011/466,Peter Küng,SP,Marcel Schönbächler,CVP,Schul- und Sportdepartement (SSD)
301,20.11.2019,2019/500,Markus Merki,GLP,Andreas Kirstein,AL,Gemeinderat
302,07.12.2011,2011/472,Bernhard Piller,Grüne,Helen Glaser,SP,
303,11.11.2009,2009/516,Heinz F. Steger,FDP,Uschi Heinrich,SP,Tiefbau- und Entsorgungsdepartement (TED)
304,04.07.2007,2007/384,Claudia Simon,FDP,Kurt Hüssy,SVP,Tiefbau- und Entsorgungsdepartement (TED)
305,31.08.2011,2011/316,Markus Knauss,Grüne,Samuel Dubno,GLP,Polizeidepartement (PD)
306,10.06.2009,2009/258,Monika Bloch Süss,CSP,Marlène Butz,SP,Polizeidepartement (PD)
307,2.6.2004,2004/284,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
308,31.1.2001,2001/52,Markus Schwyn,PFZ,Christian Mettler,SVP,Präsidialdepartement (PRD)
309,23.01.2008,2008/62,Christine Seidler,SP,Christian Traber,CVP,Tiefbau- und Entsorgungsdepartement (TED)
310,10.5.2006,2006/168,Susi Gut,PFZ,Hedy Schlatter,SVP,
311,11.7.2007,2007/409,Kyriakos Papageorgiou,SP,Alexander Jäger,FDP,Departement der Industriellen Betriebe (DIB)
312,7.12.2005,2005/530,Andreas Ammann,,Christine Stokar Gasser,SP,
313,20.9.2006,2006/395,Myrtha Meuli,SP,Josef Widler,CVP,Sozialdepartement (SD)
314,14.07.2010,2010/313,Andrew Katumba,SP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
315,11.6.2003,2003/207,Heidi Bucher-Steinegger,Grüne,Walter Angst,AL,Schul- und Sportdepartement (SSD)
316,05.10.2016,2016/342,Marco Denoth,SP,Martin Luchsinger,GLP,
317,21.03.2007,2007/145,Fakir Atalay,,Andrew Katumba,SP,Präsidialdepartement (PRD)
318,27.09.2006,2006/418,Matthias Probst,Grüne,Richard Rabelbauer,EVP,Präsidialdepartement (PRD)
319,08.01.20,2018/315,Isabel Garcia,GLP,Michael Schmid,FDP,
320,06.01.2016,2016/9,Markus Baumann,GLP,Alan David Sangines,SP,
321,9.11.2005,2005/450,Susi Gut,PFZ,Roger Bartholdi,SVP,Gesundheits- und Umweltdepartement (GUD)
322,15.12.2006,2006/593,Daniela Schicker,AL,Peider Filli,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
323,25.6.2008,2008/301,Gabriele Kisker,Grüne,Monika Bloch Süss,CSP,Schul- und Sportdepartement (SSD)
324,1.11.2000,2000/529,Markus Schwyn,PFZ,Mauro Tuena,SVP,Finanzdepartement (FD)
325,10.3.2004,2004/119,Alexander Jäger,FDP,Willy Furter,EVP,Schul- und Sportdepartement (SSD)
326,15.12.2010,2010/529,Christina Hug,Grüne,Claudia Rabelbauer,EVP,Schul- und Sportdepartement (SSD)
327,18.04.2012,2012/174,Katrin Wüthrich,SP,Marcel Schönbächler,CVP,Hochbaudepartement (HBD)
328,7.6.2006,2006/222,Christine Seidler,SP,Mario Mariani,CVP,
329,29.10.2003,2003/401,Mauro Tuena,SVP,Susi Gut,PFZ,Stadtschreiber/in (STS)
330,6.12.2006,2006/578,Marlène Butz,SP,Theresa G. Hensch-Stadelmann,FDP,Tiefbau- und Entsorgungsdepartement (TED)
331,03.07.2019,2019/310,Monika Bätschmann,Grüne,Christine Seidler,SP,Gemeinderat
332,31.10.2012,2012/389,Min Li Marti,SP,Isabel Garcia,GLP,
333,10.07.2019,2019/338,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Gemeinderat
334,09.05.2007,2007/233,Ernst Danner,EVP,Jean-Claude Virchaux,CVP,Schul- und Sportdepartement (SSD)
335,2.10.2002,2002/404,Christoph Hug,Grüne,Gerold Lauber,CVP,
336,05.07.2017,2017/227,Heidi Egger,SP,Reto Rudolf,CVP,Stadtrat
337,21.5.2003,2003/171,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
338,08.01.20,2004/482,Roger Liebi,SVP,Markus Schwyn,PFZ,
339,13.11.2019,2019/489,Pascal Lamprecht,SP,Marcel Müller,FDP,Stadtrat
340,24.10.2007,2007/569,Claudia Simon,FDP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
341,08.01.20,2001/289,Christoph Hug,Grüne,Joe A. Manser,SP,
342,30.5.2001,2001/288,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Präsidialdepartement (PRD)
343,09.05.2012,2007/232,Jean-Claude Virchaux,CVP,Ernst Danner,EVP,
344,05.07.2017,2017/226,Christine Seidler,SP,Mario Mariani,CVP,Stadtrat
345,03.07.2019,2019/311,Zilla Roose,SP,Markus Merki,GLP,Stadtrat
346,04.12.2013,2013/428,Samuel Dubno,GLP,Marc Bourgeois,FDP,
347,18.04.2012,2012/175,Daniel Meier,CVP,Florian Utz,SP,
348,06.01.2016,2016/8,Markus Knauss,Grüne,Marco Denoth,SP,
349,10.3.2004,2004/124,Ernst Danner,EVP,Kurt Maeder,CVP,Finanzdepartement (FD)
350,10.3.1999,1999/93,Markus Bischoff,AL,Balthasar Glättli,Grüne,Polizeidepartement (PD)
351,02.07.2008,2008/314,Min Li Marti,SP,Christina Hug,Grüne,Präsidialdepartement (PRD)
352,16.06.2010,2010/266,Florian Utz,SP,Guido Trevisan,GLP,
353,5.12.2007,2007/636,Walter Angst,AL,Jacqueline Badran,SP,Finanzdepartement (FD)
354,13.9.2000,2000/448,Markus Schwyn,PFZ,Theo Hauri,SVP,Hochbaudepartement (HBD)
355,02.11.2016,2016/380,Ezgi Akyol,AL,Linda Bär,SP,Stadtrat
356,14.07.2010,2010/312,Marianne Dubs Früh,SP,Thomas Wyss,Grüne,
357,14.7.1999,1999/334,Markus Bischoff,AL,Reto Dettli,SP,Hochbaudepartement (HBD)
358,7.7.1999,1999/320,Kurt Tschopp,CVP,Rolf Kuhn,SP,Tiefbau- und Entsorgungsdepartement (TED)
359,10.5.2006,2006/169,Peider Filli,Grüne,Niklaus Scherr,AL,
360,28.1.1998,1998/38,Luzi Rüegg,SVP,Köbi Möri,Parteilos,Hochbaudepartement (HBD)
361,2.6.2004,2004/285,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
362,20.04.2016,2016/141,Markus Hungerbühler,CVP,Urs Fehr,SVP,
363,11.1.1995,1993/155,Peter Stähli-Barth,SP,Paul Kleger,FDP,Hochbaudepartement (HBD)
364,6.2.2008,2008/88,Mirella Wepf,SP,Ernst Danner,EVP,Hochbaudepartement (HBD)
365,10.1.2001,2001/6,Joe A. Manser,SP,Guido Wick,FDP,Polizeidepartement (PD)
366,04.11.2009,2009/503,Theo Hauri,SVP,Heinz F. Steger,FDP,Tiefbau- und Entsorgungsdepartement (TED)
367,31.08.2011,2011/317,Monika Erfigen,SVP,Marianne Aubert,SP,"Hochbaudepartement (HBD), Schul- und Sportdepartement (SSD)"
368,6.6.2001,2001/317,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Departement der Industriellen Betriebe (DIB)
369,05.06.2019,2019/249,Balz Bürgisser,Grüne,Roger Bartholdi,SVP,Stadtrat
370,6.6.2001,2001/313,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
371,17.5.2006,2006/186,Bruno Amacker,SVP,Christian Traber,CVP,Polizeidepartement (PD)
372,07.12.2011,2011/475,Hans Jörg Käppeli,SP,Guido Trevisan,GLP,
373,04.10.2017,2017/356,Mathias Egloff,SP,Ronny Siev,GLP,Stadtrat
374,18.12.2002,2002/561,Robert Schönbächler,CVP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
375,27.09.2017,2017/342,Pascal Lamprecht,SP,Mario Mariani,CVP,
376,4.6.2008,2008/258,Myrtha Meuli,SP,Ernst Danner,EVP,Sozialdepartement (SD)
377,27.9.2000,2000/464,Christian Mettler,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
378,11.4.2007,2007/183,Rebekka Wyler,SP,Pascal Pauli,Grüne,Sozialdepartement (SD)
379,28.6.2000,2000/302,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
380,10.11.2010,2010/464,Mario Mariani,CVP,Heinz F. Steger,FDP,Tiefbau- und Entsorgungsdepartement (TED)
381,28.3.2007,2007/168,Ernst Danner,EVP,Daniel Meier,CVP,Sozialdepartement (SD)
382,27.9.2006,2006/421,Robert Schönbächler,CVP,Pierino Cerliani,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
383,8.11.2000,2000/538,Markus Schwyn,PFZ,Christian Mettler,SVP,Hochbaudepartement (HBD)
384,22.10.2008,2008/476,Marco V. Camin,FDP,Ueli Nagel,Grüne,Gesundheits- und Umweltdepartement (GUD)
385,1.10.2008,2008/462,Peter Stähli-Barth,SP,Bruno Sidler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
386,17.1.2007,2007/22,Markus Knauss,Grüne,Myriam Barzotto,SP,Präsidialdepartement (PRD)
387,24.9.2003,2003/362,Susi Gut,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
388,30.6.1999,1999/293,Reto Dettli,SP,Balthasar Glättli,Grüne,Polizeidepartement (PD)
389,30.10.2019,2019/473,Olivia Romanelli,AL,Ernst Danner,EVP,Gemeinderat
390,01.07.2009,2009/301,Heinz F. Steger,FDP,Josef Widler,CVP,
391,30.10.2019,2019/467,Balz Bürgisser,Grüne,Roger Bartholdi,SVP,Stadtrat
392,08.02.2017,2017/27,Pawel Silberring,SP,Guy Krayenbühl,GLP,Stadtrat
393,25.9.2002,2002/367,Bruno Garzotto,SVP,Hans Bachmann,FDP,Sozialdepartement (SD)
394,2.10.2002,2002/401,Daniel Leupi,Grüne,Christian Traber,CVP,Polizeidepartement (PD)
395,9.5.2007,2007/237,Daniel Leupi,Grüne,Doris Weber,FDP,Tiefbau- und Entsorgungsdepartement (TED)
396,20.11.2019,2019/499,Balz Bürgisser,Grüne,Maya Kägi Götz,SP,Zuteilung ausstehend
397,22.10.1997,1997/428,Luzia Vieli-Hardegger,LdU,Simone Bertogg-Baudet,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
398,3.3.2004,2004/99,Roger Bartholdi,SVP,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
399,08.07.2009,2009/328,Jacqueline Badran,SP,Andreas Ammann,,Geschäftsbericht Stadtrat
400,6.12.2006,2006/568,Bastien Girod,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
401,28.11.2018,2018/463,Pablo Bünger,FDP,Helen Glaser,SP,
402,02.04.2014,2014/109,Bernhard Piller,Grüne,Andrea Leitner Verhoeven,AL,
403,09.11.2016,2016/391,Simone Brander,SP,Christina Schiller,AL,Departement der Industriellen Betriebe (DIB)
404,7.3.2001,2001/104,Emil Seliner,SP,Placidus Maissen,,Hochbaudepartement (HBD)
405,12.11.2008,2008/517,Ernst Danner,EVP,Ruth Ackermann,CVP,Hochbaudepartement (HBD)
406,27.9.2000,2000/465,Christian Mettler,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
407,03.11.2010,2010/459,Urs Rechsteiner,,Daniel Meier,CVP,Tiefbau- und Entsorgungsdepartement (TED)
408,4.6.2008,2008/259,Josef Widler,CVP,Heinz Jacobi,SP,Sozialdepartement (SD)
409,18.12.2002,2002/560,Renate Schoch,AL,Min Li Marti,SP,Hochbaudepartement (HBD)
410,23.05.2012,2012/212,Isabel Garcia,GLP,Claudia Simon,FDP,Sozialdepartement (SD)
411,21.1.1998,1998/29,Max Müller,SVP,Armin W. Zenger,LdU,Tiefbau- und Entsorgungsdepartement (TED)
412,7.7.1999,1999/319,Rolf Kuhn,SP,Kurt Tschopp,CVP,Tiefbau- und Entsorgungsdepartement (TED)
413,6.6.2001,2001/306,Markus Schwyn,PFZ,Monika Erfigen,SVP,Finanzdepartement (FD)
414,05.06.2019,2019/248,Sebastian Vogel,FDP,Guido Hüni,GLP,Stadtrat
415,4.3.2009,2000/129,Robert Schönbächler,CVP,Heinz Bögle,SP,"Hochbaudepartement (HBD), Schul- und Sportdepartement (SSD)"
416,16.05.2012,2010/129,Walter Angst,AL,Karin Rykart Sutter,Grüne,Finanzdepartement (FD)
417,04.11.2009,2009/504,Heinz F. Steger,FDP,Theo Hauri,SVP,Tiefbau- und Entsorgungsdepartement (TED)
418,4.7.2007,2007/382,Daniela Schicker,AL,Peider Filli,Grüne,Schul- und Sportdepartement (SSD)
419,14.1.1998,1998/17,Ruth Zollinger,FraP,Marie-Therese Meier,SP,Schul- und Sportdepartement (SSD)
420,17.03.2010,2007/355,Claudia Rabelbauer,EVP,Mario Mariani,CVP,
421,12.11.2008,2008/515,Hanspeter Kunz,EVP,Mario Mariani,CVP,Polizeidepartement (PD)
422,08.01.20,2006/387,Niklaus Scherr,AL,Albert Leiser,FDP,
423,8.1.2003,2003/3,Christopher Vohdin,SVP,Markus Schwyn,PFZ,Hochbaudepartement (HBD)
424,21.11.2012,2006/393,Daniel Leupi,Grüne,André Odermatt,SP,
425,02.03.2016,2016/64,Marcel Bührig,Grüne,Sven Sobernheim,GLP,
426,25.06.2008,2008/298,Monika Bloch Süss,CSP,Gabriele Kisker,Grüne,Departement der Industriellen Betriebe (DIB)
427,26.1.2005,2005/24,Markus Schwyn,PFZ,Martin Burger,SVP,Finanzdepartement (FD)
428,07.02.2018,2018/61,Jean-Daniel Strub,SP,Marcel Bührig,Grüne,
429,24.8.2005,2005/318,Susi Gut,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
430,03.04.2019,2019/128,Hans Jörg Käppeli,SP,Ann-Catherine Nabholz,GLP,Gemeinderat
431,23.06.2010,2010/275,Thomas Wyss,Grüne,Hanspeter Kunz,EVP,Finanzdepartement (FD)
432,1.10.2008,2008/461,Walter Angst,AL,Christine Stokar Gasser,SP,
433,08.01.20,2006/595,Roger Liebi,SVP,Markus Schwyn,PFZ,
434,5.12.2004,2004/651,Walter Angst,AL,Balthasar Glättli,Grüne,
435,12.1.2005,2005/5,Robert Schönbächler,CVP,Ernst Danner,EVP,
436,21.1.2009,2009/30,Peter Stähli-Barth,SP,Bruno Sidler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
437,7.6.2006,2006/218,Ueli Nagel,Grüne,Claudia Nielsen,SP,
438,26.1.2000,2000/28,Markus Bischoff,AL,Markus Knauss,Grüne,Schul- und Sportdepartement (SSD)
439,11.04.2012,2012/166,Guido Trevisan,GLP,Ursula Uttinger,FDP,
440,08.01.20,2006/556,Ueli Nagel,Grüne,Claudia Nielsen,SP,
441,30.10.2019,2019/464,Pascal Lamprecht,SP,Markus Baumann,GLP,Stadtrat
442,16.6.2004,2004/321,Gregor Bucher,,Walter Angst,AL,Schul- und Sportdepartement (SSD)
443,06.07.2011,2011/264,Matthias Probst,Grüne,Marcel Schönbächler,CVP,Polizeidepartement (PD)
444,06.07.2011,2011/270,Maleica Landolt,GLP,Markus Hungerbühler,CVP,
445,3.10.2001,2001/502,Kurt Haueter,SVP,Markus Schwyn,PFZ,Stadtschreiber/in (STS)
446,9.6.1999,1999/247,Ronald Schmid,FDP,Hanna Lienhard,,Präsidialdepartement (PRD)
447,23.10.2002,2002/416,Salvatore Di Concilio,SP,Balthasar Glättli,Grüne,Polizeidepartement (PD)
448,2.10.2002,2002/402,Willy Furter,EVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
449,9.5.2007,2007/234,Bernhard Piller,Grüne,Corine Mauch,SP,
450,07.01.2009,2009/9,Mario Mariani,CVP,Martin Mächler,EVP,Tiefbau- und Entsorgungsdepartement (TED)
451,06.01.2010,2010/10,Monika Bloch Süss,CSP,Karin Meier-Bohrer,Grüne,Sozialdepartement (SD)
452,08.01.20,2003/78,Susann Birrer,FDP,Monika Piesbergen,,
453,30.10.2019,2019/465,Përparim Avdili,FDP,Pascal Lamprecht,SP,Gemeinderat
454,04.04.2018,2018/138,Guido Hüni,GLP,Markus Kunz,Grüne,Stadtrat
455,22.11.2006,2006/543,Judith Bucher,SP,Doris Weber,FDP,
456,15.06.2016,2016/225,Barbara Wiesmann,SP,Guy Krayenbühl,GLP,Stadtrat
457,30.09.2009,2006/219,Richard Rabelbauer,EVP,Christian Traber,CVP,
458,05.03.2014,2014/60,Simone Brander,SP,Guido Trevisan,GLP,
459,21.1.2009,2009/31,Bruno Sidler,SVP,Peter Stähli-Barth,SP,Tiefbau- und Entsorgungsdepartement (TED)
460,06.03.2013,2013/69,Simone Brander,SP,Markus Knauss,Grüne,
461,16.4.1997,1997/167,Marie-Therese Meier,SP,Ruth Zollinger,FraP,Schul- und Sportdepartement (SSD)
462,24.5.2000,2000/248,Markus Schwyn,PFZ,Christian Mettler,SVP,Sozialdepartement (SD)
463,03.04.2019,2019/129,Markus Knauss,Grüne,Ann-Catherine Nabholz,GLP,Stadtrat
464,13.7.2005,2005/292,Mario Mariani,CVP,Hanspeter Kunz,EVP,Hochbaudepartement (HBD)
465,26.1.2005,2005/25,Michael Baumer,FDP,Bruno Garzotto,SVP,Schul- und Sportdepartement (SSD)
466,17.05.2017,2017/142,Anjushka Früh,SP,Katharina Prelicz-Huber,Grüne,
467,02.11.2016,2016/379,Dorothea Frei,SP,Heinz Schatt,SVP,
468,01.12.2010,2010/499,Matthias Probst,Grüne,Martin Luchsinger,GLP,Tiefbau- und Entsorgungsdepartement (TED)
469,16.1.2002,2002/10,Mauro Tuena,SVP,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
470,08.07.2015,2015/245,Ann-Catherine Nabholz,GLP,Heinz F. Steger,FDP,Stadtrat
471,14.07.2010,2010/314,Andrew Katumba,SP,Gabriele Kisker,Grüne,Polizeidepartement (PD)
472,7.2.2001,2001/55,Balthasar Glättli,Grüne,Niklaus Scherr,AL,Polizeidepartement (PD)
473,2.6.2004,2004/283,Susi Gut,PFZ,Hansruedi Bär,SVP,Präsidialdepartement (PRD)
474,13.6.2007,2007/354,Richard Rabelbauer,EVP,Alexander Jäger,FDP,Polizeidepartement (PD)
