,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
964,20.12.2017,2017/463,Patrick Hadi Huber,SP,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
965,11.03.2015,2015/71,Felix Moser,Grüne,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
966,1.9.1999,1999/405,Romeo Steiner,CVP,Willy Furter,EVP,Hochbaudepartement (HBD)
967,6.12.2001,2001/630,Niklaus Scherr,AL,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
968,6.9.2000,2000/437,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
969,15.11.2006,2006/499,Gregor Bucher,Grüne,Mischa Morgenbesser,FDP,Präsidialdepartement (PRD)
970,11.01.2017,2017/3,Markus Baumann,GLP,Marcel Müller,FDP,Tiefbau- und Entsorgungsdepartement (TED)
971,25.05.2011,2011/181,Simone Brander,SP,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
972,12.7.2006,2006/314,Salvatore Di Concilio,SP,Robert Schönbächler,CVP,Präsidialdepartement (PRD)
973,2.3.2005,2005/74,Min Li Marti,SP,Christoph Hug,Grüne,Präsidialdepartement (PRD)
974,28.3.2001,2001/195,Köbi Möri,Parteilos,Theo Hauri,SVP,Hochbaudepartement (HBD)
975,31.01.2018,2018/31,Jean-Daniel Strub,SP,Rosa Maino,AL,Schul- und Sportdepartement (SSD)
976,9.2.2005,2005/48,Susi Gut,PFZ,Roger Liebi,SVP,Präsidialdepartement (PRD)
977,30.1.2002,2002/41,Beat Badertscher,FDP,Werner Sieg,SP,Präsidialdepartement (PRD)
978,07.11.2018,2018/425,Urs Helfenstein,SP,Matthias Wiesmann,GLP,Präsidialdepartement (PRD)
979,17.9.2008,2008/425,Albert Leiser,FDP,Josef Widler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
980,16.12.2015,2015/406,Christina Schiller,AL,Alan David Sangines,SP,Polizeidepartement (PD)
981,28.03.2012,2012/136,Matthias Probst,Grüne,Richard Wolff,AL,Tiefbau- und Entsorgungsdepartement (TED)
982,10.9.2003,2003/331,Heidi Bucher-Steinegger,Grüne,Werner Sieg,SP,Polizeidepartement (PD)
983,4.2.2009,2009/48,Claudia Simon,FDP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
984,09.01.2013,2013/10,Marcel Savarioud,SP,Jean-Claude Virchaux,CVP,Gesundheits- und Umweltdepartement (GUD)
985,3.9.2003,2003/325,Cornelia Schaub,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
986,2.2.2000,2000/44,Niklaus Scherr,AL,Balthasar Glättli,Grüne,Gesundheits- und Umweltdepartement (GUD)
987,06.02.2013,2013/38,Simone Brander,SP,Ann-Catherine Nabholz,GLP,Departement der Industriellen Betriebe (DIB)
988,12.11.2014,2014/365,Cordula Bieri,Grüne,Markus Baumann,GLP,Sozialdepartement (SD)
989,21.08.2019,2019/346,Shaibal Roy,GLP,Marcel Bührig,Grüne,Sicherheitsdepartement (SID)
990,27.05.2015,2015/162,Eduard Guggenheim,AL,Marc Bourgeois,FDP,Tiefbau- und Entsorgungsdepartement (TED)
991,18.8.2004,2004/403,Alecs Recher,AL,Robert Schönbächler,CVP,Hochbaudepartement (HBD)
992,12.11.2014,2014/359,Marianne Aubert,SP,Markus Knauss,Grüne,Polizeidepartement (PD)
993,7.5.2008,2008/196,Michael Baumer,FDP,Claudia Rabelbauer,EVP,Finanzdepartement (FD)
994,05.12.2012,2012/452,Bernhard Piller,Grüne,Andreas Edelmann,SP,Departement der Industriellen Betriebe (DIB)
995,4.9.2002,2002/320,Roger Liebi,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
996,19.9.2007,2007/517,Ueli Nagel,Grüne,Franziska Graf,SP,Gesundheits- und Umweltdepartement (GUD)
997,30.10.2002,2002/446,Albert Leiser,FDP,Robert Schönbächler,CVP,Präsidialdepartement (PRD)
998,21.11.2001,2001/591,Joe A. Manser,SP,Hans-Ulrich Meier,FDP,Hochbaudepartement (HBD)
999,06.02.2019,2019/59,Pascal Lamprecht,SP,Sven Sobernheim,GLP,Sicherheitsdepartement (SID)
1000,02.09.2009,2009/391,Salvatore Di Concilio,SP,Peider Filli,Grüne,Departement der Industriellen Betriebe (DIB)
1001,22.08.2012,2012/308,Davy Graf,SP,Joachim Hagger,FDP,Finanzdepartement (FD)
1002,20.01.2010,2010/41,Bernhard Piller,Grüne,André Odermatt,SP,Gesundheits- und Umweltdepartement (GUD)
1003,08.03.2017,2017/48,Markus Hungerbühler,CVP,Thomas Kleger,FDP,Sicherheitsdepartement (SID)
1004,21.1.2004,2004/35,Markus Schwyn,PFZ,Monika Erfigen,SVP,Gesundheits- und Umweltdepartement (GUD)
1005,10.11.1999,1999/564,Lorenz Habicher,SVP,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
1006,27.02.2019,2019/70,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Hochbaudepartement (HBD)
1007,06.02.2019,2019/58,Pirmin Meyer,GLP,Marcel Tobler,SP,Präsidialdepartement (PRD)
1008,2.4.2003,2003/126,Cornelia Schaub,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1009,30.10.2002,2002/447,Marcel Knörr,FDP,Hans Diem,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1010,22.06.2011,2011/221,Simone Brander,SP,Simon Kälin-Werth,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1011,7.7.2004,2004/364,Martin Burger,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1012,11.5.2005,2005/177,Susi Gut,PFZ,Bruno Sidler,SVP,Präsidialdepartement (PRD)
1013,20.11.2002,2002/490,Hans Diem,CVP,Erika Bärtschi Hafner,FDP,Hochbaudepartement (HBD)
1014,18.8.2004,2004/402,Alecs Recher,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1015,26.3.2008,2008/140,Martin Sarbach,SP,Markus Knauss,Grüne,Polizeidepartement (PD)
1016,19.11.2014,2014/370,Marcel Bührig,Grüne,Patrick Hadi Huber,SP,Präsidialdepartement (PRD)
1017,22.01.2014,2014/24,Walter Angst,AL,Kyriakos Papageorgiou,SP,Tiefbau- und Entsorgungsdepartement (TED)
1018,06.02.2013,2013/39,Alan David Sangines,SP,Mario Mariani,CVP,Polizeidepartement (PD)
1019,3.9.2003,2003/324,Susi Gut,PFZ,Bruno Wohler,SVP,Stadtschreiber/in (STS)
1020,19.11.2003,2003/442,Ernst Danner,EVP,Gerold Lauber,CVP,Departement der Industriellen Betriebe (DIB)
1021,30.11.2006,2008/395,Claudia Rabelbauer,EVP,Mario Mariani,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1022,9.7.2008,2008/342,Andrew Katumba,SP,Gabriele Kisker,Grüne,Sozialdepartement (SD)
1023,07.11.2018,2018/430,Christoph Marty,SVP,Pablo Bünger,FDP,Hochbaudepartement (HBD)
1025,17.9.2008,2008/424,Albert Leiser,FDP,Josef Widler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1026,12.09.2018,2018/342,Balz Bürgisser,Grüne,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1027,07.11.2018,2018/424,Andri Silberschmidt,FDP,Jean-Daniel Strub,SP,Hochbaudepartement (HBD)
1028,29.4.2009,2009/145,Beatrice Reimann,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1029,25.11.2015,2015/375,Anjushka Früh,SP,Eva Hirsiger,Grüne,Gesundheits- und Umweltdepartement (GUD)
1030,12.12.2007,2007/648,Daniel Meier,CVP,Peter Anderegg,EVP,Finanzdepartement (FD)
1031,10.07.2013,2013/278,Duri Beer,SP,Peider Filli,Grüne,Schul- und Sportdepartement (SSD)
1032,23.8.2006,2006/329,Ruth Anhorn,SVP,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1033,26.08.2009,2002/40,Robert Kaeser,FDP,Peter Stähli-Barth,SP,Präsidialdepartement (PRD)
1034,17.01.2018,2018/18,Dorothea Frei,SP,Patrick Albrecht,FDP,Sicherheitsdepartement (SID)
1035,12.04.2017,2017/106,Marcel Bührig,Grüne,Jean-Daniel Strub,SP,Schul- und Sportdepartement (SSD)
1037,11.01.2017,2017/2,Mario Mariani,CVP,Mathias Manz,SP,Departement der Industriellen Betriebe (DIB)
1038,7.1.2004,2004/8,Marlène Butz,SP,Georg Schmid,CVP,Polizeidepartement (PD)
1039,17.12.2008,2008/578,Ruth Anhorn,SVP,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1040,06.10.2010,2010/422,Matthias Probst,Grüne,Gian von Planta,GLP,Hochbaudepartement (HBD)
1041,13.06.2018,2018/222,Anjushka Früh,SP,Katharina Prelicz-Huber,Grüne,Sozialdepartement (SD)
1042,6.9.2000,2000/436,Markus Schwyn,PFZ,Arthur Bernet,SVP,Polizeidepartement (PD)
1043,29.01.20,2006/30,Ueli Nagel,Grüne,Rolf Kuhn,SP,Hochbaudepartement (HBD)
1044,08.01.20,2017/338,Katharina Prelicz-Huber,Grüne,Gabriela Rothenfluh,SP,Finanzdepartement (FD)
1045,25.1.2006,2006/24,Balthasar Glättli,Grüne,Michael Baumer,FDP,Finanzdepartement (FD)
1047,08.01.20,1996/57,Kurt Tschopp,CVP,Monika Spring-Gross,SP,Tiefbau- und Entsorgungsdepartement (TED)
1048,06.09.2017,2017/304,Ann-Catherine Nabholz,GLP,Balz Bürgisser,Grüne,Departement der Industriellen Betriebe (DIB)
1049,16.1.2008,2008/21,Richard Rabelbauer,EVP,Josef Widler,CVP,Sozialdepartement (SD)
1050,16.1.2008,2008/35,Richard Rabelbauer,EVP,Josef Widler,CVP,Sozialdepartement (SD)
1051,14.04.2010,2010/191,Hans Bachmann,FDP,Ruth Anhorn,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1052,04.04.2012,2010/146,Christine Seidler,SP,Alecs Recher,AL,Präsidialdepartement (PRD)
1053,27.05.2009,2009/227,Thomas Marthaler,SP,Alexander Jäger,FDP,Schul- und Sportdepartement (SSD)
1054,29.3.2000,2000/146,Monika Spring-Gross,SP,Robert Schönbächler,CVP,Polizeidepartement (PD)
1055,20.12.2000,2000/620,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
1056,08.01.20,1995/181,Theres Renner,FraP,Anita Zimmerling Enkelmann,SP,Finanzdepartement (FD)
1057,04.07.2012,2012/286,Mark Richli,SP,Samuel Dubno,GLP,Präsidialdepartement (PRD)
1058,7.4.2004,2004/200,Gregor Bucher,Grüne,Myriam Barzotto,SP,Schul- und Sportdepartement (SSD)
1060,22.8.2001,2001/423,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1061,08.02.2012,2012/55,Ueli Nagel,Grüne,Richard Wolff,AL,Tiefbau- und Entsorgungsdepartement (TED)
1062,21.8.2002,2002/279,Ernst Danner,EVP,Georg Schmid,CVP,Polizeidepartement (PD)
1063,27.5.1998,1998/161,Markus Schwyn,PFZ,Emil Grabherr,SVP,Sozialdepartement (SD)
1064,04.03.2015,2015/60,Andreas Kirstein,AL,Gabriele Kisker,Grüne,Polizeidepartement (PD)
1066,09.12.2009,2009/592,Alecs Recher,AL,Karin Rykart Sutter,Grüne,Hochbaudepartement (HBD)
1067,08.11.2006,2006/488,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
1068,11.01.2017,2017/6,Marcel Müller,FDP,Mario Mariani,CVP,Hochbaudepartement (HBD)
1069,25.5.2005,2005/205,Corine Mauch,SP,Ernst Danner,EVP,Departement der Industriellen Betriebe (DIB)
1070,2.12.1999,1999/602,Niklaus Scherr,AL,Katharina Prelicz-Huber,Grüne,Sozialdepartement (SD)
1071,17.01.2018,2018/20,Marcel Müller,FDP,Markus Hungerbühler,CVP,Sozialdepartement (SD)
1072,21.12.2016,2016/463,Eduard Guggenheim,AL,Mario Babini,Parteilos,Tiefbau- und Entsorgungsdepartement (TED)
1073,17.12.2008,2008/583,Bernhard Piller,Grüne,Martin Mächler,EVP,Departement der Industriellen Betriebe (DIB)
1074,11.11.2015,2015/359,Mario Babini,Parteilos,Andreas Egli,FDP,Polizeidepartement (PD)
1075,1.12.2004,2004/638,Susi Gut,PFZ,Marina Garzotto,SVP,Sozialdepartement (SD)
1076,17.04.2019,2019/155,Florian Blättler,SP,Christian Monn,GLP,Hochbaudepartement (HBD)
1077,18.11.2015,2015/365,Pawel Silberring,SP,Christian Traber,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1079,17.4.2002,2002/127,Marcel Savarioud,SP,Gerold Lauber,CVP,Gesundheits- und Umweltdepartement (GUD)
1080,03.10.2018,2018/385,Eduard Guggenheim,AL,Sebastian Vogel,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1081,15.05.2019,2019/196,Olivia Romanelli,AL,Pawel Silberring,SP,Sicherheitsdepartement (SID)
1082,29.01.20,2003/446,Niklaus Scherr,AL,Mark Roth,SP,Hochbaudepartement (HBD)
1083,08.01.20,2013/2,Marcel Z'graggen,CVP,Martin Mächler,EVP,Gesundheits- und Umweltdepartement (GUD)
1084,25.09.2019,2019/419,Luca Maggi,Grüne,Christina Schiller,AL,Sicherheitsdepartement (SID)
1085,22.06.2011,2011/219,Gian von Planta,GLP,Markus Knauss,Grüne,Polizeidepartement (PD)
1086,20.4.2005,2005/167,Alecs Recher,AL,Balthasar Glättli,Grüne,Sozialdepartement (SD)
1087,26.3.2008,2008/144,Mario Mariani,CVP,Claudia Rabelbauer,EVP,Departement der Industriellen Betriebe (DIB)
1088,18.8.2004,2004/406,Markus Knauss,Grüne,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
1089,06.02.2019,2019/60,Simone Brander,SP,Eduard Guggenheim,AL,Tiefbau- und Entsorgungsdepartement (TED)
1090,15.1.2003,2003/10,Cornelia Schaub,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
1091,11.9.2002,2002/331,Roger Liebi,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1092,10.04.2013,2013/136,Ursula Uttinger,FDP,Irene Bernhard,GLP,Sozialdepartement (SD)
1093,11.09.2019,2019/380,Guido Hüni,GLP,Sebastian Vogel,FDP,Hochbaudepartement (HBD)
1094,16.05.2018,2018/193,Markus Knauss,Grüne,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
1095,03.04.2013,2013/123,2013_0123.pdf,85 KB,2013_0123.pdf,119 KB,Departement der Industriellen Betriebe (DIB)
1096,26.08.2009,2009/381,Peter Anderegg,EVP,Daniel Meier,CVP,Hochbaudepartement (HBD)
1097,14.1.2004,2004/24,Monika Erfigen,SVP,Susi Gut,PFZ,Finanzdepartement (FD)
1098,7.7.2004,2004/361,Markus Schwyn,PFZ,Martin Burger,SVP,Präsidialdepartement (PRD)
1100,20.4.2005,2005/166,Heinz Bögle,SP,Rosemarie Berthoud,FDP,Sozialdepartement (SD)
1101,19.12.2012,2012/495,Marc Bourgeois,FDP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1102,05.11.2014,2014/349,Simone Brander,SP,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1103,22.11.2006,2006/516,Corine Mauch,SP,Balthasar Glättli,Grüne,Sozialdepartement (SD)
1104,15.11.2006,2006/502,Ueli Nagel,Grüne,Rolf Kuhn,SP,Gesundheits- und Umweltdepartement (GUD)
1105,03.10.2018,2018/384,Monika Bätschmann,Grüne,Marion Schmid,SP,Gesundheits- und Umweltdepartement (GUD)
1106,17.09.2008,2008/421,Marianne Spieler Frauenfelder,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1107,9.7.2008,2008/347,Ernst Danner,EVP,Robert Schönbächler,CVP,Gesundheits- und Umweltdepartement (GUD)
1108,17.11.2004,2004/605,Markus Schwyn,PFZ,Martin Burger,SVP,Polizeidepartement (PD)
1109,21.05.2014,2014/163,Marcel Bührig,Grüne,Simone Brander,SP,Polizeidepartement (PD)
1110,17.04.2019,2019/154,Marco Denoth,SP,Markus Kunz,Grüne,Präsidialdepartement (PRD)
1111,29.01.20,2000/209,Markus Knauss,Grüne,Monika Spring-Gross,SP,Tiefbau- und Entsorgungsdepartement (TED)
1112,19.12.2007,2007/671,Marco V. Camin,FDP,Joe A. Manser,SP,
1113,2.7.2003,2003/255,Balthasar Glättli,Grüne,Mark Roth,SP,Finanzdepartement (FD)
1114,17.01.2018,2018/21,Raphael Kobler,FDP,Markus Hungerbühler,CVP,Gesundheits- und Umweltdepartement (GUD)
1115,7.3.2007,2007/103,Myriam Barzotto,SP,Gregor Bucher,Grüne,Präsidialdepartement (PRD)
1116,17.12.2008,2008/582,Ueli Nagel,Grüne,Claudia Rabelbauer,EVP,Schul- und Sportdepartement (SSD)
1117,25.05.2011,2011/185,Bernhard Piller,Grüne,Martin Luchsinger,GLP,Departement der Industriellen Betriebe (DIB)
1118,10.12.1999,1999/617,Hans-Ulrich Meier,FDP,Romeo Steiner,CVP,Departement der Industriellen Betriebe (DIB)
1119,20.01.2016,2016/30,Elisabeth Schoch,FDP,Joe A. Manser,SP,Gesundheits- und Umweltdepartement (GUD)
1120,25.5.2005,2005/210,Joe A. Manser,SP,Peter Püntener,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1121,8.11.2006,2006/489,Rebekka Wyler,SP,Peider Filli,Grüne,Finanzdepartement (FD)
1122,17.07.2015,2015/61,Christina Schiller,AL,Gabriele Kisker,Grüne,Polizeidepartement (PD)
1123,21.8.2002,2002/278,Ernst Danner,EVP,Georg Schmid,CVP,Polizeidepartement (PD)
1124,8.9.1999,1999/415,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
1125,1.9.1999,1999/401,Markus Schwyn,PFZ,Thomas Meier,SVP,Sozialdepartement (SD)
1126,20.6.2001,2001/344,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1127,18.11.2009,2009/544,Simon Kälin-Werth,Grüne,Christian Traber,CVP,Polizeidepartement (PD)
1128,08.01.20,2012/287,Severin Pflüger,FDP,Daniel Meier,CVP,Hochbaudepartement (HBD)
1129,03.06.2009,2009/236,Ruth Ackermann,CVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
1130,3.11.2004,2004/567,Thomas  Kappeler,CVP,Michael Baumer,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1131,02.11.2011,2011/408,Fiammetta Jahreiss-Montagnani,SP,Christian Traber,CVP,Finanzdepartement (FD)
1132,13.05.2009,2009/208,Urs Rechsteiner,CVP,Martin Mächler,EVP,"Präsidialdepartement (PRD), Stadtschreiber/in (STS)"
1133,18.06.2014,2014/203,Pawel Silberring,SP,Heinz F. Steger,FDP,Polizeidepartement (PD)
1134,3.11.2004,2004/571,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
1135,7.4.2004,2004/203,Franziska Graf,SP,Georg Schmid,CVP,Departement der Industriellen Betriebe (DIB)
1136,3.5.2006,2006/138,Marlène Butz,SP,Astrid Hirzel,CVP,Departement der Industriellen Betriebe (DIB)
1137,9.7.1997,1997/285,Markus Bischoff,AL,Christoph Hug,Grüne,Finanzdepartement (FD)
1138,25.1.2006,2006/23,Michael Baumer,FDP,Balthasar Glättli,Grüne,Finanzdepartement (FD)
1139,29.8.2007,2007/471,Daniela Schicker,AL,Peider Filli,Grüne,Hochbaudepartement (HBD)
1140,11.01.2017,2017/5,Pascal Lamprecht,SP,Markus Baumann,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1141,5.12.2001,2001/622,Bruno Sidler,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
1142,3.12.2008,2008/543,Pierino Cerliani,Grüne,Marianne Spieler Frauenfelder,SP,Gesundheits- und Umweltdepartement (GUD)
1143,28.08.2013,2013/294,Simon Kälin-Werth,Grüne,Gerhard Bosshard,EVP,Hochbaudepartement (HBD)
1144,06.10.2010,2010/431,Monika Erfigen,SVP,Christian Traber,CVP,Finanzdepartement (FD)
1146,28.3.2001,2001/187,Theo Hauri,SVP,Köbi Möri,Parteilos,Tiefbau- und Entsorgungsdepartement (TED)
1147,25.10.2006,2006/460,Thomas  Kappeler,CVP,Katrin Schönenberger-Meier,EVP,Tiefbau- und Entsorgungsdepartement (TED)
1148,08.09.2010,2010/380,Walter Angst,AL,Balthasar Glättli,Grüne,Polizeidepartement (PD)
1149,17.12.2008,2008/580,Peter Stähli-Barth,SP,Ernst Danner,EVP,Hochbaudepartement (HBD)
1150,26.10.2005,2005/428,Mauro Tuena,SVP,Susi Gut,PFZ,Sozialdepartement (SD)
1151,17.04.2019,2019/156,Muammer Kurtulmus,Grüne,Urs Helfenstein,SP,Schul- und Sportdepartement (SSD)
1152,18.3.2009,2009/99,Marcel Z'graggen,CVP,Richard Rabelbauer,EVP,Departement der Industriellen Betriebe (DIB)
1153,07.11.2018,2018/423,Marco Denoth,SP,Albert Leiser,FDP,Hochbaudepartement (HBD)
1154,3.9.2003,2003/323,Balthasar Glättli,Grüne,Mark Roth,SP,Finanzdepartement (FD)
1155,16.01.2013,2013/16,Peter Küng,SP,Michèle Halser-Furrer,EVP,Finanzdepartement (FD)
1156,15.05.2019,2019/195,Christine Seidler,SP,Isabel Garcia,GLP,Präsidialdepartement (PRD)
1158,03.06.2015,2015/170,Simon Diggelmann,SP,Matthias Probst,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1159,12.11.2014,2014/363,Andrea Leitner Verhoeven,AL,Gabriele Kisker,Grüne,Hochbaudepartement (HBD)
1162,10.04.2013,2013/135,Joachim Hagger,FDP,Bernhard Piller,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1163,04.09.2019,2017/263,Albert Leiser,FDP,Andreas Kirstein,AL,Tiefbau- und Entsorgungsdepartement (TED)
1164,03.04.2013,2013/121,Samuel Dubno,GLP,Urs Egger,FDP,Gesundheits- und Umweltdepartement (GUD)
1165,08.06.2016,2007/510,Franziska Graf,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1166,03.04.2013,2013/120,Rebekka Wyler,SP,Thomas Wyss,Grüne,Sozialdepartement (SD)
1167,18.09.2019,2019/396,Markus Baumann,GLP,Pascal Lamprecht,SP,Sicherheitsdepartement (SID)
1169,06.02.2019,2019/62,Ernst Danner,EVP,Christina Schiller,AL,Sozialdepartement (SD)
1170,03.06.2015,2015/171,Marcel Savarioud,SP,Karin Weyermann,CVP,Gesundheits- und Umweltdepartement (GUD)
1171,02.10.2019,2019/433,Ezgi Akyol,AL,Luca Maggi,Grüne,Sozialdepartement (SD)
1172,20.4.2005,2005/165,Anna Brändle Galliker,SP,Gerold Lauber,CVP,Sozialdepartement (SD)
1173,19.08.2009,2009/355,Albert Leiser,FDP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1174,12.12.2012,2012/482,Andrea Hochreutener,SP,Jürg Ammann,Grüne,Gesundheits- und Umweltdepartement (GUD)
1175,03.10.2018,2018/387,Marcel Bührig,Grüne,Isabel Garcia,GLP,Gesundheits- und Umweltdepartement (GUD)
1176,16.01.2013,2013/17,Florian Utz,SP,Michèle Halser-Furrer,EVP,Finanzdepartement (FD)
1177,31.3.2004,2004/174,Susi Gut,PFZ,Bruno Wohler,SVP,Hochbaudepartement (HBD)
1178,08.01.20,2009/143,Claudia Nielsen,SP,Markus Knauss,Grüne,Polizeidepartement (PD)
1179,10.12.2003,2003/487,Daniel Leupi,Grüne,Ernst Danner,EVP,Polizeidepartement (PD)
1180,26.10.2005,2005/429,Susi Gut,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
1181,21.12.2016,2016/461,Pawel Silberring,SP,Christian Traber,CVP,Sicherheitsdepartement (SID)
1182,29.01.20,2003/256,Balthasar Glättli,Grüne,Mark Roth,SP,Finanzdepartement (FD)
1183,30.1.2002,2002/46,Balthasar Glättli,Grüne,Joe A. Manser,SP,Finanzdepartement (FD)
1184,28.08.2013,2013/295,Simon Kälin-Werth,Grüne,Martin Luchsinger,GLP,Tiefbau- und Entsorgungsdepartement (TED)
1185,25.5.2005,2005/207,Hans Jörg Käppeli,SP,Heinz F. Steger,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1186,16.1.2008,2008/33,Marlène Butz,SP,Astrid Hirzel,CVP,Polizeidepartement (PD)
1188,25.1.2006,2006/22,Andreas Ammann,SP,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1189,1.9.1999,1999/402,Renate Fässler,SP,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
1190,3.5.2006,2006/139,Marlène Butz,SP,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
1191,9.1.2008,2008/3,Joe A. Manser,SP,Mario Mariani,CVP,Präsidialdepartement (PRD)
1193,7.4.2004,2004/202,Alecs Recher,AL,Muriel Herzig,Grüne,Sozialdepartement (SD)
1194,25.11.2009,2009/547,André Odermatt,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1195,3.11.2004,2004/570,Susi Gut,PFZ,Roger Bartholdi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
